#Kbase_ID	Type	Strand	Start	End	Function
	source	plus	1	4007882	
Bacterial_genome_Nanuq_01May2018.CDS.3590	gene	minus	3200303	3200515	FIG007697: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3591	gene	minus	3200594	3201445	FIG007959: peptidase, M16 family
Bacterial_genome_Nanuq_01May2018.CDS.3592	gene	minus	3201403	3201828	FIG007959: peptidase, M16 family
Bacterial_genome_Nanuq_01May2018.CDS.3593	gene	minus	3201865	3202551	FIG007013: polysaccharide deacetylase, putative
Bacterial_genome_Nanuq_01May2018.CDS.3594	gene	minus	3202548	3202763	FIG007013: polysaccharide deacetylase, putative
Bacterial_genome_Nanuq_01May2018.CDS.3595	gene	minus	3202931	3203170	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
Bacterial_genome_Nanuq_01May2018.CDS.3596	gene	minus	3203167	3205056	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
Bacterial_genome_Nanuq_01May2018.CDS.3597	gene	minus	3205231	3205500	SSU ribosomal protein S15p (S13e)
Bacterial_genome_Nanuq_01May2018.CDS.3598	gene	minus	3205666	3206607	Riboflavin kinase (EC 2.7.1.26) / FMN adenylyltransferase (EC 2.7.7.2)
Bacterial_genome_Nanuq_01May2018.CDS.3599	gene	minus	3206627	3207556	tRNA pseudouridine synthase B (EC 4.2.1.70)
Bacterial_genome_Nanuq_01May2018.CDS.3600	gene	minus	3207640	3207993	Ribosome-binding factor A
Bacterial_genome_Nanuq_01May2018.CDS.3601	gene	minus	3208010	3208288	YlxP-like protein
Bacterial_genome_Nanuq_01May2018.CDS.3602	gene	minus	3208285	3210435	Translation initiation factor 2
Bacterial_genome_Nanuq_01May2018.CDS.3603	gene	minus	3210455	3210757	ribosomal protein L7Ae family protein
Bacterial_genome_Nanuq_01May2018.CDS.3604	gene	minus	3210759	3211034	COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination
Bacterial_genome_Nanuq_01May2018.CDS.3605	gene	minus	3211048	3212169	Transcription termination protein NusA
Bacterial_genome_Nanuq_01May2018.CDS.3606	gene	minus	3212209	3212679	FIG000325: clustered with transcription termination protein NusA
Bacterial_genome_Nanuq_01May2018.CDS.3607	gene	minus	3212919	3213956	DNA polymerase III polC-type (EC 2.7.7.7)
Bacterial_genome_Nanuq_01May2018.CDS.3608	gene	minus	3213968	3217231	DNA polymerase III polC-type (EC 2.7.7.7)
Bacterial_genome_Nanuq_01May2018.CDS.3609	gene	minus	3217342	3219036	Prolyl-tRNA synthetase (EC 6.1.1.15), bacterial type
Bacterial_genome_Nanuq_01May2018.CDS.3610	gene	minus	3219068	3220330	Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage
Bacterial_genome_Nanuq_01May2018.CDS.3611	gene	minus	3220343	3221494	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)
Bacterial_genome_Nanuq_01May2018.CDS.3612	gene	minus	3221550	3222338	Phosphatidate cytidylyltransferase (EC 2.7.7.41)
Bacterial_genome_Nanuq_01May2018.CDS.3613	gene	minus	3222351	3223133	Undecaprenyl diphosphate synthase (EC 2.5.1.31)
Bacterial_genome_Nanuq_01May2018.CDS.3614	gene	minus	3223437	3223814	Ribosome recycling factor
Bacterial_genome_Nanuq_01May2018.CDS.3615	gene	minus	3223817	3224539	Uridine monophosphate kinase (EC 2.7.4.22)
Bacterial_genome_Nanuq_01May2018.CDS.3616	gene	minus	3224685	3225566	Translation elongation factor Ts
Bacterial_genome_Nanuq_01May2018.CDS.3617	gene	minus	3225666	3226406	SSU ribosomal protein S2p (SAe)
Bacterial_genome_Nanuq_01May2018.CDS.3618	gene	minus	3226550	3227023	unknown
Bacterial_genome_Nanuq_01May2018.CDS.3619	gene	minus	3227051	3227440	RNA polymerase sigma factor for flagellar operon
Bacterial_genome_Nanuq_01May2018.CDS.3620	gene	minus	3227437	3227814	RNA polymerase sigma factor for flagellar operon
Bacterial_genome_Nanuq_01May2018.CDS.3621	gene	minus	3227841	3228341	Chemotaxis protein CheD
Bacterial_genome_Nanuq_01May2018.CDS.3622	gene	minus	3228338	3228967	Chemotaxis protein CheC -- inhibitor of MCP methylation
Bacterial_genome_Nanuq_01May2018.CDS.3623	gene	minus	3228983	3229456	Positive regulator of CheA protein activity (CheW)
Bacterial_genome_Nanuq_01May2018.CDS.3624	gene	minus	3229479	3231497	Signal transduction histidine kinase CheA (EC 2.7.3.-)
Bacterial_genome_Nanuq_01May2018.CDS.3625	gene	minus	3231503	3232570	Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)
Bacterial_genome_Nanuq_01May2018.CDS.3626	gene	minus	3232567	3233460	Flagellar synthesis regulator FleN
Bacterial_genome_Nanuq_01May2018.CDS.3627	gene	minus	3233457	3234548	Flagellar biosynthesis protein FlhF
Bacterial_genome_Nanuq_01May2018.CDS.3628	gene	minus	3234548	3236581	Flagellar biosynthesis protein FlhA
Bacterial_genome_Nanuq_01May2018.CDS.3629	gene	minus	3236615	3237697	Flagellar biosynthesis protein FlhB
Bacterial_genome_Nanuq_01May2018.CDS.3630	gene	minus	3237694	3238473	Flagellar biosynthesis protein FliR
Bacterial_genome_Nanuq_01May2018.CDS.3631	gene	minus	3238480	3238749	Flagellar biosynthesis protein FliQ
Bacterial_genome_Nanuq_01May2018.CDS.3632	gene	minus	3238764	3239429	Flagellar biosynthesis protein FliP
Bacterial_genome_Nanuq_01May2018.CDS.3633	gene	minus	3239422	3240075	Flagellar biosynthesis protein FliZ
Bacterial_genome_Nanuq_01May2018.CDS.3634	gene	minus	3240090	3240452	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY
Bacterial_genome_Nanuq_01May2018.CDS.3635	gene	minus	3240479	3241615	Flagellar motor switch protein FliN
Bacterial_genome_Nanuq_01May2018.CDS.3636	gene	minus	3241605	3242603	Flagellar motor switch protein FliM
Bacterial_genome_Nanuq_01May2018.CDS.3637	gene	minus	3242637	3243056	Flagellar biosynthesis protein FliL
Bacterial_genome_Nanuq_01May2018.CDS.3638	gene	minus	3243053	3243268	Flagellar protein FlbD
Bacterial_genome_Nanuq_01May2018.CDS.3639	gene	minus	3243308	3244084	Flagellar basal-body rod protein FlgG
Bacterial_genome_Nanuq_01May2018.CDS.3640	gene	minus	3244109	3244549	Flagellar basal-body rod modification protein FlgD
Bacterial_genome_Nanuq_01May2018.CDS.3641	gene	minus	3244550	3245893	Flagellar hook-length control protein FliK
Bacterial_genome_Nanuq_01May2018.CDS.3642	gene	minus	3245900	3246514	Flagellar protein FlbB
Bacterial_genome_Nanuq_01May2018.CDS.3643	gene	minus	3246526	3246969	Flagellar protein FliJ
Bacterial_genome_Nanuq_01May2018.CDS.3644	gene	minus	3246975	3248291	Flagellum-specific ATP synthase FliI
Bacterial_genome_Nanuq_01May2018.CDS.3645	gene	minus	3248288	3249043	Flagellar assembly protein FliH
Bacterial_genome_Nanuq_01May2018.CDS.3646	gene	minus	3249036	3250052	Flagellar motor switch protein FliG
Bacterial_genome_Nanuq_01May2018.CDS.3647	gene	minus	3250065	3251675	Flagellar M-ring protein FliF
Bacterial_genome_Nanuq_01May2018.CDS.3648	gene	minus	3251718	3252038	Flagellar hook-basal body complex protein FliE
Bacterial_genome_Nanuq_01May2018.CDS.3649	gene	minus	3252049	3252501	Flagellar basal-body rod protein FlgC
Bacterial_genome_Nanuq_01May2018.CDS.3650	gene	minus	3252501	3252890	Flagellar basal-body rod protein FlgB
Bacterial_genome_Nanuq_01May2018.CDS.3651	gene	minus	3253244	3254023	GTP-sensing transcriptional pleiotropic repressor codY
Bacterial_genome_Nanuq_01May2018.CDS.3652	gene	minus	3254061	3255026	ATP-dependent hsl protease ATP-binding subunit HslU
Bacterial_genome_Nanuq_01May2018.CDS.3653	gene	minus	3255023	3255463	ATP-dependent hsl protease ATP-binding subunit HslU
Bacterial_genome_Nanuq_01May2018.CDS.3654	gene	minus	3255480	3256025	ATP-dependent protease HslV (EC 3.4.25.-)
Bacterial_genome_Nanuq_01May2018.CDS.3655	gene	minus	3256041	3256694	Site-specific tyrosine recombinase XerC
Bacterial_genome_Nanuq_01May2018.CDS.3656	gene	minus	3257025	3258332	tRNA:m(5)U-54 MTase gid
Bacterial_genome_Nanuq_01May2018.CDS.3657	gene	minus	3258397	3260472	DNA topoisomerase I (EC 5.99.1.2)
Bacterial_genome_Nanuq_01May2018.CDS.3658	gene	minus	3260654	3261553	Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake
Bacterial_genome_Nanuq_01May2018.CDS.3659	gene	minus	3261618	3262520	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)
Bacterial_genome_Nanuq_01May2018.CDS.3660	gene	minus	3262549	3263706	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)
Bacterial_genome_Nanuq_01May2018.CDS.3661	gene	minus	3263881	3264162	flagellar biosynthesis
Bacterial_genome_Nanuq_01May2018.CDS.3662	gene	minus	3264159	3265862	FIG01230345: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3663	gene	minus	3265879	3266646	Ribonuclease HII (EC 3.1.26.4)
Bacterial_genome_Nanuq_01May2018.CDS.3664	gene	minus	3266719	3267009	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)
Bacterial_genome_Nanuq_01May2018.CDS.3665	gene	minus	3267084	3267566	50S ribosomal subunit maturation GTPase RbgA (B. subtilis YlqF)
Bacterial_genome_Nanuq_01May2018.CDS.3666	gene	minus	3267709	3268056	LSU ribosomal protein L19p
Bacterial_genome_Nanuq_01May2018.CDS.3667	gene	minus	3268197	3268928	tRNA (Guanine37-N1) -methyltransferase (EC 2.1.1.31)
Bacterial_genome_Nanuq_01May2018.CDS.3668	gene	minus	3268925	3269449	16S rRNA processing protein RimM
Bacterial_genome_Nanuq_01May2018.CDS.3669	gene	minus	3269454	3269840	FIG01228237: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3670	gene	minus	3269931	3270176	KH domain RNA binding protein YlqC
Bacterial_genome_Nanuq_01May2018.CDS.3671	gene	minus	3270176	3270448	SSU ribosomal protein S16p
Bacterial_genome_Nanuq_01May2018.CDS.3672	gene	minus	3270554	3271894	Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.3673	gene	minus	3271908	3272240	Signal recognition particle associated protein
Bacterial_genome_Nanuq_01May2018.CDS.3674	gene	minus	3272362	3273132	
Bacterial_genome_Nanuq_01May2018.CDS.3675	gene	minus	3273214	3274203	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)
Bacterial_genome_Nanuq_01May2018.CDS.3676	gene	minus	3274207	3275121	Chromosome partition protein smc
Bacterial_genome_Nanuq_01May2018.CDS.3677	gene	minus	3275273	3277039	Chromosome partition protein smc
Bacterial_genome_Nanuq_01May2018.CDS.3678	gene	minus	3277048	3277779	Chromosome partition protein smc
Bacterial_genome_Nanuq_01May2018.CDS.3679	gene	minus	3277880	3278521	Ribonuclease III (EC 3.1.26.3)
Bacterial_genome_Nanuq_01May2018.CDS.3680	gene	minus	3278767	3279000	Acyl carrier protein
Bacterial_genome_Nanuq_01May2018.CDS.3681	gene	minus	3279085	3279825	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)
Bacterial_genome_Nanuq_01May2018.CDS.3682	gene	minus	3279818	3280771	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)
Bacterial_genome_Nanuq_01May2018.CDS.3683	gene	minus	3280790	3281788	Phosphate:acyl-ACP acyltransferase PlsX
Bacterial_genome_Nanuq_01May2018.CDS.3684	gene	minus	3281802	3282368	Transcription factor fapR
Bacterial_genome_Nanuq_01May2018.CDS.3685	gene	minus	3282475	3284523	ATP-dependent DNA helicase RecG (EC 3.6.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.3686	gene	minus	3284501	3285403	L-serine dehydratase, alpha subunit (EC 4.3.1.17)
Bacterial_genome_Nanuq_01May2018.CDS.3687	gene	minus	3285424	3286086	L-serine dehydratase, beta subunit (EC 4.3.1.17)
Bacterial_genome_Nanuq_01May2018.CDS.3688	gene	minus	3286229	3287896	Dihydroxyacetone kinase family protein
Bacterial_genome_Nanuq_01May2018.CDS.3689	gene	minus	3287912	3288274	FIG001802: Putative alkaline-shock protein
Bacterial_genome_Nanuq_01May2018.CDS.3692	gene	minus	3288800	3288934	Stage V sporulation protein required for normal spore cortex and coat synthesis (SpoVM)
Bacterial_genome_Nanuq_01May2018.CDS.3693	gene	minus	3288967	3289611	Thiamin pyrophosphokinase (EC 2.7.6.2)
Bacterial_genome_Nanuq_01May2018.CDS.3694	gene	minus	3289677	3290330	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
Bacterial_genome_Nanuq_01May2018.CDS.3695	gene	minus	3290332	3291222	Ribosome small subunit-stimulated GTPase EngC
Bacterial_genome_Nanuq_01May2018.CDS.3696	gene	minus	3291237	3293180	Serine/threonine protein kinase PrkC, regulator of stationary phase
Bacterial_genome_Nanuq_01May2018.CDS.3697	gene	minus	3293174	3293935	Protein serine/threonine phosphatase PrpC, regulation of stationary phase
Bacterial_genome_Nanuq_01May2018.CDS.3698	gene	minus	3293941	3295032	Ribosomal RNA large subunit methyltransferase N (EC 2.1.1.-)
Bacterial_genome_Nanuq_01May2018.CDS.3699	gene	minus	3295035	3296378	16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)
Bacterial_genome_Nanuq_01May2018.CDS.3700	gene	minus	3296365	3297318	Methionyl-tRNA formyltransferase (EC 2.1.2.9)
Bacterial_genome_Nanuq_01May2018.CDS.3701	gene	minus	3297323	3297805	Peptide deformylase (EC 3.5.1.88)
Bacterial_genome_Nanuq_01May2018.CDS.3702	gene	minus	3297830	3300241	Helicase PriA essential for oriC/DnaA-independent DNA replication
Bacterial_genome_Nanuq_01May2018.CDS.3703	gene	minus	3300238	3301458	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)
Bacterial_genome_Nanuq_01May2018.CDS.3704	gene	minus	3301549	3301752	DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)
Bacterial_genome_Nanuq_01May2018.CDS.3705	gene	minus	3301756	3302370	Guanylate kinase (EC 2.7.4.8)
Bacterial_genome_Nanuq_01May2018.CDS.3706	gene	minus	3302378	3302647	FIG003307: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3707	gene	minus	3302724	3303608	Protein YicC
Bacterial_genome_Nanuq_01May2018.CDS.3708	gene	minus	3303681	3306353	P-type Ca(2+)-transport ATPase (EC 3.6.3.8)
Bacterial_genome_Nanuq_01May2018.CDS.3710	gene	minus	3308261	3308395	
Bacterial_genome_Nanuq_01May2018.CDS.3712	gene	minus	3308603	3309091	Siroheme synthase / Precorrin-2 oxidase (EC 1.3.1.76)
Bacterial_genome_Nanuq_01May2018.CDS.3713	gene	minus	3309072	3309857	Sirohydrochlorin ferrochelatase SirB (EC 4.99.1.4)
Bacterial_genome_Nanuq_01May2018.CDS.3714	gene	minus	3309858	3310631	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)
Bacterial_genome_Nanuq_01May2018.CDS.3715	gene	minus	3310756	3311349	Adenylylsulfate kinase (EC 2.7.1.25)
Bacterial_genome_Nanuq_01May2018.CDS.3716	gene	minus	3311363	3312511	Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4)
Bacterial_genome_Nanuq_01May2018.CDS.3717	gene	minus	3312560	3313624	Sulfate permease, Pit-type
Bacterial_genome_Nanuq_01May2018.CDS.3718	gene	minus	3313637	3314338	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8) / Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)
Bacterial_genome_Nanuq_01May2018.CDS.3719	gene	minus	3314395	3314538	
Bacterial_genome_Nanuq_01May2018.CDS.3720	gene	minus	3314672	3315304	Orotate phosphoribosyltransferase (EC 2.4.2.10)
Bacterial_genome_Nanuq_01May2018.CDS.3721	gene	minus	3315301	3316020	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
Bacterial_genome_Nanuq_01May2018.CDS.3722	gene	minus	3315989	3316924	Dihydroorotate dehydrogenase, catalytic subunit (EC 1.3.3.1)
Bacterial_genome_Nanuq_01May2018.CDS.3723	gene	minus	3316924	3317694	Dihydroorotate dehydrogenase electron transfer subunit (EC 1.3.3.1)
Bacterial_genome_Nanuq_01May2018.CDS.3724	gene	minus	3317691	3318488	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
Bacterial_genome_Nanuq_01May2018.CDS.3725	gene	minus	3318530	3320905	Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
Bacterial_genome_Nanuq_01May2018.CDS.3726	gene	minus	3320890	3321984	Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
Bacterial_genome_Nanuq_01May2018.CDS.3727	gene	minus	3321981	3323267	Dihydroorotase (EC 3.5.2.3)
Bacterial_genome_Nanuq_01May2018.CDS.3728	gene	minus	3323251	3323448	Aspartate carbamoyltransferase (EC 2.1.3.2)
Bacterial_genome_Nanuq_01May2018.CDS.3729	gene	minus	3323469	3324164	Aspartate carbamoyltransferase (EC 2.1.3.2)
Bacterial_genome_Nanuq_01May2018.CDS.3730	gene	minus	3324306	3325757	Uracil permease
Bacterial_genome_Nanuq_01May2018.CDS.3731	gene	minus	3325771	3326010	Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR
Bacterial_genome_Nanuq_01May2018.CDS.3732	gene	minus	3326055	3326315	Uracil phosphoribosyltransferase (EC 2.4.2.9) / Pyrimidine operon regulatory protein PyrR
Bacterial_genome_Nanuq_01May2018.CDS.3733	gene	minus	3326504	3326824	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)
Bacterial_genome_Nanuq_01May2018.CDS.3734	gene	minus	3326821	3327417	Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)
Bacterial_genome_Nanuq_01May2018.CDS.3735	gene	minus	3327419	3327880	Lipoprotein signal peptidase (EC 3.4.23.36)
Bacterial_genome_Nanuq_01May2018.CDS.3736	gene	minus	3328020	3328352	hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3737	gene	minus	3328502	3330922	Isoleucyl-tRNA synthetase (EC 6.1.1.5)
Bacterial_genome_Nanuq_01May2018.CDS.3738	gene	minus	3330934	3331266	Isoleucyl-tRNA synthetase (EC 6.1.1.5)
Bacterial_genome_Nanuq_01May2018.CDS.3739	gene	minus	3331608	3331757	Cell division initiation protein DivIVA
Bacterial_genome_Nanuq_01May2018.CDS.3740	gene	minus	3331739	3332101	Cell division initiation protein DivIVA
Bacterial_genome_Nanuq_01May2018.CDS.3741	gene	minus	3332196	3332966	FIG001583: hypothetical protein, contains S4-like RNA binding domain
Bacterial_genome_Nanuq_01May2018.CDS.3742	gene	minus	3333028	3333306	Cell division protein YlmG/Ycf19 (putative), YggT family
Bacterial_genome_Nanuq_01May2018.CDS.3743	gene	minus	3333313	3333771	FIG001960: FtsZ-interacting protein related to cell division
Bacterial_genome_Nanuq_01May2018.CDS.3744	gene	minus	3333768	3334460	Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC
Bacterial_genome_Nanuq_01May2018.CDS.3745	gene	minus	3334465	3335301	COG1496: Uncharacterized conserved protein
Bacterial_genome_Nanuq_01May2018.CDS.3746	gene	minus	3335455	3335706	FIG011856: hypothetical protein
Bacterial_genome_Nanuq_01May2018.CDS.3747	gene	minus	3335767	3337047	Acetylornithine deacetylase (EC 3.5.1.16) / YlmB
Bacterial_genome_Nanuq_01May2018.CDS.3748	gene	minus	3337230	3338027	ABC transporter, ATP-binding protein
Bacterial_genome_Nanuq_01May2018.CDS.3749	gene	minus	3338156	3338938	RNA polymerase sporulation specific sigma factor SigG
Bacterial_genome_Nanuq_01May2018.CDS.3750	gene	minus	3339079	3339798	RNA polymerase sporulation specific sigma factor SigE
Bacterial_genome_Nanuq_01May2018.CDS.3751	gene	minus	3339856	3340680	Sporulation sigma-E factor processing peptidase (SpoIIGA)
Bacterial_genome_Nanuq_01May2018.CDS.3752	gene	minus	3340638	3340784	Sporulation sigma-E factor processing peptidase (SpoIIGA)
Bacterial_genome_Nanuq_01May2018.CDS.3753	gene	minus	3341001	3343403	bacillopeptidase F
Bacterial_genome_Nanuq_01May2018.CDS.3754	gene	minus	3343484	3344827	bacillopeptidase F
Bacterial_genome_Nanuq_01May2018.CDS.3755	gene	minus	3344827	3345228	Copper binding protein, plastocyanin/azurin family
Bacterial_genome_Nanuq_01May2018.CDS.3756	gene	minus	3345568	3346716	Cell division protein FtsZ (EC 3.4.24.-)
Bacterial_genome_Nanuq_01May2018.CDS.3757	gene	minus	3346752	3347171	Cell division protein FtsA
Bacterial_genome_Nanuq_01May2018.CDS.3758	gene	minus	3347231	3348064	Cell division protein FtsA
Bacterial_genome_Nanuq_01May2018.CDS.3760	gene	minus	3348584	3349093	Cell division protein FtsQ
Bacterial_genome_Nanuq_01May2018.CDS.3761	gene	minus	3349090	3349398	Cell division protein FtsQ
Bacterial_genome_Nanuq_01May2018.CDS.3762	gene	minus	3349528	3350439	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98)
Bacterial_genome_Nanuq_01May2018.CDS.3763	gene	minus	3350465	3351334	UDP-N-acetylglucosamine--N-acetylmuramyl-(pent apeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
Bacterial_genome_Nanuq_01May2018.CDS.3764	gene	minus	3351343	3351555	UDP-N-acetylglucosamine--N-acetylmuramyl-(pent apeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
Bacterial_genome_Nanuq_01May2018.CDS.3765	gene	minus	3351671	3351814	Cell division protein FtsW @ Stage V sporulation protein E
Bacterial_genome_Nanuq_01May2018.CDS.3766	gene	minus	3351829	3352695	Cell division protein FtsW @ Stage V sporulation protein E
Bacterial_genome_Nanuq_01May2018.CDS.3767	gene	minus	3352829	3354184	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)
Bacterial_genome_Nanuq_01May2018.CDS.3768	gene	minus	3354185	3355159	Phospho-N-acetylmuramoyl-pentapeptide-transfer ase (EC 2.7.8.13)
Bacterial_genome_Nanuq_01May2018.CDS.3769	gene	minus	3355267	3356385	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-di aminopimelate ligase (EC 6.3.2.13)
Bacterial_genome_Nanuq_01May2018.CDS.3770	gene	minus	3356340	3356738	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-di aminopimelate ligase (EC 6.3.2.13)
